Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866	443	-119	20	15866
444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890	444	-123	24	15890
445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907	445	-17	17	15907
446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926	446	-19	19	15926
447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943	447	-17	17	15943
448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961	448	-18	18	15961
449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981	449	-20	20	15981
450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002	450	-21	21	16002
451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025	451	-23	23	16025
452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042	452	-17	17	16042
453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062	453	-20	20	16062
454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082	454	-119	20	16082
455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099	455	-17	17	16099
456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117	456	-117	18	16117
457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136	457	-19	19	16136
458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153	458	-17	17	16153
459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185	459	-230	32	16185
460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208	460	-23	23	16208
461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225	461	-17	17	16225
462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244	462	-19	19	16244
463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261	463	-17	17	16261
464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278	464	-17	17	16278
465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296	465	-18	18	16296
466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313	466	-17	17	16313
467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332	467	-19	19	16332
468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349	468	-17	17	16349
469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366	469	-17	17	16366
