Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055	403	-21	21	15055
404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073	404	-18	18	15073
405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090	405	-17	17	15090
406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107	406	-17	17	15107
407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127	407	-119	20	15127
408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145	408	-18	18	15145
409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170	409	-25	25	15170
410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189	410	-19	19	15189
411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208	411	-19	19	15208
412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228	412	-20	20	15228
413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245	413	-17	17	15245
414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264	414	-19	19	15264
415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284	415	-20	20	15284
416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303	416	-19	19	15303
417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322	417	-19	19	15322
418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343	418	-21	21	15343
419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360	419	-17	17	15360
420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379	420	-19	19	15379
421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399	421	-20	20	15399
422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416	422	-17	17	15416
423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433	423	-17	17	15433
424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452	424	-19	19	15452
425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473	425	-21	21	15473
426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490	426	-17	17	15490
427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510	427	-20	20	15510
428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527	428	-17	17	15527
429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550	429	-23	23	15550
430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569	430	-19	19	15569
431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586	431	-17	17	15586
