Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285	446	-17	17	19285
447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302	447	-17	17	19302
448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321	448	-19	19	19321
449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340	449	-118	19	19340
450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360	450	-20	20	19360
451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378	451	-18	18	19378
452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396	452	-18	18	19396
453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415	453	-19	19	19415
454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436	454	-21	21	19436
455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453	455	-17	17	19453
456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472	456	-19	19	19472
457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491	457	-19	19	19491
458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511	458	-20	20	19511
459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529	459	-18	18	19529
460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546	460	-17	17	19546
461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563	461	-17	17	19563
462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582	462	-19	19	19582
463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600	463	-18	18	19600
464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631	464	-31	31	19631
465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656	465	-25	25	19656
466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676	466	-20	20	19676
467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697	467	-21	21	19697
468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716	468	-19	19	19716
469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734	469	-18	18	19734
470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753	470	-19	19	19753
471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775	471	-22	22	19775
472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794	472	-19	19	19794
473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811	473	-17	17	19811
474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828	474	-17	17	19828
475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845	475	-17	17	19845
476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862	476	-17	17	19862
477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881	477	-19	19	19881
478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900	478	-19	19	19900
479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917	479	-17	17	19917
480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936	480	-19	19	19936
481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959	481	-23	23	19959
482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976	482	-17	17	19976
483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003	483	-27	27	20003
484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024	484	-21	21	20024
485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045	485	-21	21	20045
486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064	486	-118	19	20064
487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085	487	-21	21	20085
488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104	488	-19	19	20104
489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127	489	-23	23	20127
490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145	490	-18	18	20145
491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163	491	-18	18	20163
492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181	492	-18	18	20181
493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201	493	-20	20	20201
494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224	494	-23	23	20224
495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242	495	-117	18	20242
496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263	496	-21	21	20263
497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284	497	-21	21	20284
498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305	498	-21	21	20305
499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327	499	-22	22	20327
