Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839	469	-19	19	12839
470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859	470	-20	20	12859
471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876	471	-17	17	12876
472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900	472	-24	24	12900
473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918	473	-18	18	12918
474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937	474	-19	19	12937
475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958	475	-21	21	12958
476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976	476	-18	18	12976
477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996	477	-20	20	12996
478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017	478	-21	21	13017
479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038	479	-21	21	13038
480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057	480	-19	19	13057
481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078	481	-21	21	13078
482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100	482	-121	22	13100
483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117	483	-17	17	13117
484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134	484	-17	17	13134
485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155	485	-21	21	13155
486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174	486	-19	19	13174
487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191	487	-17	17	13191
488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218	488	-27	27	13218
489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235	489	-17	17	13235
490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275	490	-139	40	13275
491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293	491	-18	18	13293
492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310	492	-17	17	13310
493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329	493	-19	19	13329
494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348	494	-19	19	13348
