Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065	420	-17	17	12065
421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082	421	-17	17	12082
422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105	422	-122	23	12105
423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125	423	-20	20	12125
424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147	424	-22	22	12147
425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164	425	-17	17	12164
426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181	426	-17	17	12181
427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202	427	-21	21	12202
428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223	428	-21	21	12223
429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241	429	-18	18	12241
430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260	430	-19	19	12260
431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280	431	-20	20	12280
432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298	432	-18	18	12298
433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319	433	-21	21	12319
434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347	434	-28	28	12347
435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366	435	-19	19	12366
436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387	436	-21	21	12387
437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409	437	-22	22	12409
438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430	438	-21	21	12430
439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452	439	-22	22	12452
440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473	440	-21	21	12473
441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490	441	-17	17	12490
442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517	442	-27	27	12517
443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534	443	-17	17	12534
444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551	444	-17	17	12551
445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570	445	-19	19	12570
446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593	446	-23	23	12593
447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610	447	-17	17	12610
